X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,6.168000e-01,2.000000e-04
0,9.57e+00,9.64e+00,
1,9.60e+00,9.67e+00,
2,9.60e+00,9.63e+00,
3,9.57e+00,9.66e+00,
4,9.60e+00,9.67e+00,
5,9.57e+00,9.63e+00,
6,9.60e+00,9.64e+00,
7,9.57e+00,9.67e+00,
8,9.60e+00,9.66e+00,
9,9.57e+00,9.63e+00,
10,9.57e+00,9.63e+00,
11,9.60e+00,9.66e+00,
12,9.60e+00,9.66e+00,
13,9.57e+00,9.63e+00,
14,9.60e+00,9.66e+00,
15,9.56e+00,9.64e+00,
16,9.57e+00,9.66e+00,
17,9.60e+00,9.64e+00,
18,9.60e+00,9.66e+00,
19,9.57e+00,9.64e+00,
20,9.60e+00,9.66e+00,
21,9.57e+00,9.63e+00,
22,9.60e+00,9.67e+00,
23,9.57e+00,9.63e+00,
24,9.60e+00,9.66e+00,
25,9.57e+00,9.64e+00,
26,9.57e+00,9.64e+00,
27,9.60e+00,9.66e+00,
28,9.60e+00,9.63e+00,
29,9.57e+00,9.66e+00,
30,9.57e+00,9.66e+00,
31,9.60e+00,9.64e+00,
32,9.60e+00,9.66e+00,
33,9.56e+00,9.64e+00,
34,9.57e+00,9.64e+00,
35,9.60e+00,9.67e+00,
36,9.60e+00,9.66e+00,
37,9.57e+00,9.64e+00,
38,9.57e+00,9.64e+00,
39,9.60e+00,9.67e+00,
40,9.60e+00,9.67e+00,
41,9.57e+00,9.64e+00,
42,9.60e+00,9.66e+00,
43,9.57e+00,9.63e+00,
44,9.60e+00,9.66e+00,
45,9.55e+00,9.64e+00,
46,9.55e+00,9.64e+00,
47,9.60e+00,9.66e+00,
48,9.60e+00,9.66e+00,
49,9.57e+00,9.63e+00,
50,9.56e+00,9.64e+00,
51,9.60e+00,9.66e+00,
52,9.60e+00,9.67e+00,
53,9.56e+00,9.63e+00,
54,9.57e+00,9.64e+00,
55,9.60e+00,9.66e+00,
56,9.60e+00,9.66e+00,
57,9.56e+00,9.63e+00,
58,9.60e+00,9.63e+00,
59,9.56e+00,9.66e+00,
60,9.60e+00,9.66e+00,
61,9.57e+00,9.63e+00,
62,9.60e+00,9.63e+00,
63,9.57e+00,9.67e+00,
64,9.60e+00,9.63e+00,
65,9.57e+00,9.66e+00,
66,9.57e+00,9.66e+00,
67,9.60e+00,9.64e+00,
68,9.60e+00,9.66e+00,
69,9.57e+00,9.64e+00,
70,9.60e+00,9.67e+00,
71,9.57e+00,9.63e+00,
72,9.60e+00,9.67e+00,
73,9.56e+00,9.63e+00,
74,9.60e+00,9.66e+00,
75,9.56e+00,9.63e+00,
76,9.60e+00,9.66e+00,
77,9.56e+00,9.64e+00,
78,9.60e+00,9.66e+00,
79,9.57e+00,9.63e+00,
80,9.60e+00,9.66e+00,
81,9.57e+00,9.64e+00,
82,9.57e+00,9.66e+00,
83,9.60e+00,9.64e+00,
84,9.60e+00,9.66e+00,
85,9.57e+00,9.63e+00,
86,9.60e+00,9.64e+00,
87,9.56e+00,9.67e+00,
88,9.60e+00,9.66e+00,
89,9.56e+00,9.62e+00,
90,9.60e+00,9.63e+00,
91,9.57e+00,9.66e+00,
92,9.60e+00,9.64e+00,
93,9.56e+00,9.67e+00,
94,9.57e+00,9.64e+00,
95,9.60e+00,9.67e+00,
96,9.57e+00,9.67e+00,
97,9.60e+00,9.63e+00,
98,9.60e+00,9.64e+00,
99,9.56e+00,9.66e+00,
100,9.60e+00,9.66e+00,
101,9.55e+00,9.63e+00,
102,9.58e+00,9.63e+00,
103,9.55e+00,9.66e+00,
104,9.55e+00,9.63e+00,
105,9.59e+00,9.66e+00,
106,9.58e+00,9.63e+00,
107,9.55e+00,9.67e+00,
108,9.58e+00,9.66e+00,
109,9.55e+00,9.63e+00,
110,9.56e+00,9.64e+00,
111,9.59e+00,9.67e+00,
112,9.59e+00,9.66e+00,
113,9.54e+00,9.63e+00,
114,9.59e+00,9.63e+00,
115,9.53e+00,9.66e+00,
116,9.56e+00,9.66e+00,
117,9.52e+00,9.62e+00,
118,9.54e+00,9.63e+00,
119,9.58e+00,9.66e+00,
120,9.56e+00,9.63e+00,
121,9.59e+00,9.66e+00,
122,9.55e+00,9.66e+00,
123,9.59e+00,9.62e+00,
124,9.59e+00,9.63e+00,
125,9.54e+00,9.66e+00,
126,9.40e+00,9.62e+00,
127,9.54e+00,9.65e+00,
128,9.53e+00,9.66e+00,
129,9.58e+00,9.63e+00,
130,9.58e+00,9.66e+00,
131,9.53e+00,9.63e+00,
132,9.54e+00,9.66e+00,
133,9.58e+00,9.63e+00,
134,9.55e+00,9.63e+00,
135,9.59e+00,9.66e+00,
136,9.56e+00,9.63e+00,
137,9.59e+00,9.66e+00,
138,9.60e+00,9.66e+00,
139,9.55e+00,9.63e+00,
140,9.59e+00,9.64e+00,
141,9.54e+00,9.66e+00,
142,9.54e+00,9.62e+00,
143,9.58e+00,9.66e+00,
144,9.55e+00,9.63e+00,
145,9.58e+00,9.66e+00,
146,9.55e+00,9.63e+00,
147,9.58e+00,9.66e+00,
148,9.58e+00,9.66e+00,
149,9.54e+00,9.64e+00,
150,9.54e+00,9.66e+00,
151,9.58e+00,9.63e+00,
152,9.55e+00,9.63e+00,
153,9.58e+00,9.66e+00,
154,9.58e+00,9.62e+00,
155,9.55e+00,9.66e+00,
156,9.58e+00,9.63e+00,
157,9.54e+00,9.66e+00,
158,9.54e+00,9.66e+00,
159,9.58e+00,9.63e+00,
160,9.57e+00,9.66e+00,
161,9.54e+00,9.63e+00,
162,9.58e+00,9.66e+00,
163,9.53e+00,9.63e+00,
164,9.54e+00,9.66e+00,
165,9.57e+00,9.63e+00,
166,9.58e+00,9.63e+00,
167,9.54e+00,9.66e+00,
168,9.54e+00,9.66e+00,
169,9.58e+00,9.63e+00,
170,9.58e+00,9.66e+00,
171,9.54e+00,9.63e+00,
172,9.58e+00,9.66e+00,
173,9.54e+00,9.63e+00,
174,9.54e+00,9.66e+00,
175,9.57e+00,9.63e+00,
176,9.57e+00,9.66e+00,
177,9.54e+00,9.63e+00,
178,9.57e+00,9.63e+00,
179,9.54e+00,9.66e+00,
180,9.57e+00,9.66e+00,
181,9.54e+00,9.63e+00,
182,9.54e+00,9.63e+00,
183,9.58e+00,9.66e+00,
184,9.58e+00,9.62e+00,
185,9.54e+00,9.66e+00,
186,9.58e+00,9.66e+00,
187,9.54e+00,9.63e+00,
188,9.58e+00,9.66e+00,
189,9.54e+00,9.63e+00,
190,9.57e+00,9.63e+00,
191,9.53e+00,9.66e+00,
192,9.58e+00,9.66e+00,
193,9.53e+00,9.63e+00,
194,9.52e+00,9.62e+00,
195,9.56e+00,9.66e+00,
196,9.54e+00,9.66e+00,
197,9.58e+00,9.63e+00,
198,9.57e+00,9.66e+00,
199,9.52e+00,9.62e+00,
200,9.57e+00,9.66e+00,
201,9.52e+00,9.63e+00,
202,9.58e+00,9.63e+00,
203,9.53e+00,9.66e+00,
204,9.56e+00,9.66e+00,
205,9.53e+00,9.63e+00,
206,9.54e+00,9.62e+00,
207,9.50e+00,9.66e+00,
208,9.54e+00,9.66e+00,
209,9.50e+00,9.62e+00,
210,9.50e+00,9.62e+00,
211,9.54e+00,9.66e+00,
212,9.51e+00,9.63e+00,
213,9.54e+00,9.66e+00,
214,9.51e+00,9.63e+00,
215,9.54e+00,9.66e+00,
216,9.55e+00,9.66e+00,
217,9.51e+00,9.62e+00,
218,9.54e+00,9.63e+00,
219,9.51e+00,9.66e+00,
220,9.55e+00,9.63e+00,
221,9.51e+00,9.66e+00,
222,9.51e+00,9.66e+00,
223,9.54e+00,9.62e+00,
224,9.51e+00,9.63e+00,
225,9.54e+00,9.66e+00,
226,9.51e+00,9.63e+00,
227,9.55e+00,9.66e+00,
228,9.54e+00,9.66e+00,
229,9.50e+00,9.63e+00,
230,9.50e+00,9.65e+00,
231,9.55e+00,9.62e+00,
232,9.50e+00,9.62e+00,
233,9.54e+00,9.66e+00,
234,9.51e+00,9.65e+00,
235,9.54e+00,9.62e+00,
236,9.50e+00,9.66e+00,
237,9.54e+00,9.63e+00,
238,9.55e+00,9.66e+00,
239,9.50e+00,9.62e+00,
240,9.50e+00,9.62e+00,
241,9.54e+00,9.66e+00,
242,9.50e+00,9.66e+00,
243,9.54e+00,9.62e+00,
244,9.54e+00,9.62e+00,
245,9.51e+00,9.66e+00,
246,9.54e+00,9.66e+00,
247,9.50e+00,9.63e+00,
248,9.51e+00,9.62e+00,
249,9.54e+00,9.66e+00,
250,9.54e+00,9.62e+00,
251,9.50e+00,9.66e+00,
252,9.54e+00,9.66e+00,
253,9.51e+00,9.62e+00,
254,9.54e+00,9.66e+00,
255,9.50e+00,9.62e+00,
256,9.54e+00,9.62e+00,
257,9.51e+00,9.66e+00,
258,9.51e+00,9.66e+00,
259,9.54e+00,9.62e+00,
260,9.50e+00,9.66e+00,
261,9.54e+00,9.62e+00,
262,9.54e+00,9.66e+00,
263,9.50e+00,9.62e+00,
264,9.54e+00,9.66e+00,
265,9.50e+00,9.62e+00,
266,9.51e+00,9.62e+00,
267,9.55e+00,9.66e+00,
268,9.51e+00,9.66e+00,
269,9.54e+00,9.62e+00,
270,9.54e+00,9.66e+00,
271,9.49e+00,9.62e+00,
272,9.50e+00,9.66e+00,
273,9.54e+00,9.62e+00,
274,9.54e+00,9.63e+00,
275,9.51e+00,9.66e+00,
276,9.54e+00,9.66e+00,
277,9.50e+00,9.62e+00,
278,9.50e+00,9.62e+00,
279,9.54e+00,9.66e+00,
280,9.54e+00,9.65e+00,
281,9.50e+00,9.62e+00,
282,9.51e+00,9.62e+00,
283,9.54e+00,9.66e+00,
284,9.54e+00,9.66e+00,
285,9.50e+00,9.62e+00,
286,9.50e+00,9.66e+00,
287,9.54e+00,9.62e+00,
288,9.54e+00,9.66e+00,
289,9.51e+00,9.62e+00,
290,9.51e+00,9.66e+00,
291,9.54e+00,9.62e+00,
292,9.54e+00,9.66e+00,
293,9.46e+00,9.62e+00,
294,9.49e+00,9.65e+00,
295,9.45e+00,9.62e+00,
296,9.46e+00,9.65e+00,
297,9.50e+00,9.62e+00,
298,9.50e+00,9.62e+00,
299,9.46e+00,9.66e+00,
300,9.49e+00,9.62e+00,
301,9.44e+00,9.65e+00,
302,9.49e+00,9.65e+00,
303,9.44e+00,9.62e+00,
304,9.48e+00,9.61e+00,
305,9.44e+00,9.65e+00,
306,9.44e+00,9.62e+00,
307,9.48e+00,9.65e+00,
308,9.45e+00,9.65e+00,
309,9.49e+00,9.62e+00,
310,9.45e+00,9.62e+00,
311,9.49e+00,9.65e+00,
312,9.49e+00,9.65e+00,
313,9.46e+00,9.62e+00,
314,9.47e+00,9.62e+00,
315,9.52e+00,9.65e+00,
316,9.50e+00,9.66e+00,
317,9.53e+00,9.62e+00,
318,9.54e+00,9.63e+00,
319,9.50e+00,9.66e+00,
320,9.54e+00,9.66e+00,
321,9.46e+00,9.62e+00,
322,9.44e+00,9.65e+00,
323,9.50e+00,9.62e+00,
324,9.48e+00,9.65e+00,
325,9.51e+00,9.61e+00,
326,9.48e+00,9.65e+00,
327,9.52e+00,9.62e+00,
328,9.52e+00,9.65e+00,
329,9.48e+00,9.61e+00,
330,9.48e+00,9.62e+00,
331,9.52e+00,9.65e+00,
332,9.48e+00,9.66e+00,
333,9.52e+00,9.62e+00,
334,9.52e+00,9.65e+00,
335,9.48e+00,9.62e+00,
336,9.48e+00,9.62e+00,
337,9.53e+00,9.66e+00,
338,9.51e+00,9.66e+00,
339,9.46e+00,9.62e+00,
340,9.47e+00,9.62e+00,
341,9.51e+00,9.66e+00,
342,9.48e+00,9.65e+00,
343,9.52e+00,9.62e+00,
344,9.48e+00,9.66e+00,
345,9.52e+00,9.62e+00,
346,9.48e+00,9.65e+00,
347,9.52e+00,9.62e+00,
348,9.52e+00,9.65e+00,
349,9.48e+00,9.62e+00,
350,9.48e+00,9.65e+00,
351,9.51e+00,9.62e+00,
352,9.48e+00,9.62e+00,
353,9.52e+00,9.65e+00,
354,9.52e+00,9.62e+00,
355,9.47e+00,9.65e+00,
356,9.47e+00,9.61e+00,
357,9.51e+00,9.65e+00,
358,9.51e+00,9.66e+00,
359,9.48e+00,9.62e+00,
360,9.51e+00,9.65e+00,
361,9.47e+00,9.62e+00,
362,9.48e+00,9.62e+00,
363,9.51e+00,9.65e+00,
364,9.48e+00,9.65e+00,
365,9.52e+00,9.62e+00,
366,9.48e+00,9.66e+00,
367,9.52e+00,9.62e+00,
368,9.51e+00,9.65e+00,
369,9.48e+00,9.62e+00,
370,9.51e+00,9.65e+00,
371,9.47e+00,9.62e+00,
372,9.48e+00,9.62e+00,
373,9.51e+00,9.65e+00,
374,9.48e+00,9.62e+00,
375,9.51e+00,9.65e+00,
376,9.52e+00,9.62e+00,
377,9.48e+00,9.65e+00,
378,9.48e+00,9.65e+00,
379,9.51e+00,9.62e+00,
380,9.52e+00,9.62e+00,
381,9.48e+00,9.66e+00,
382,9.47e+00,9.65e+00,
383,9.52e+00,9.62e+00,
384,9.48e+00,9.65e+00,
385,9.51e+00,9.61e+00,
386,9.52e+00,9.65e+00,
387,9.48e+00,9.62e+00,
388,9.51e+00,9.65e+00,
389,9.47e+00,9.62e+00,
390,9.44e+00,9.62e+00,
391,9.50e+00,9.65e+00,
392,9.51e+00,9.62e+00,
393,9.47e+00,9.66e+00,
394,9.47e+00,9.62e+00,
395,9.52e+00,9.66e+00,
396,9.52e+00,9.66e+00,
397,9.48e+00,9.62e+00,
398,9.52e+00,9.62e+00,
399,9.48e+00,9.65e+00,
400,9.52e+00,9.66e+00,
401,9.48e+00,9.62e+00,
402,9.47e+00,9.66e+00,
403,9.51e+00,9.62e+00,
404,9.51e+00,9.66e+00,
405,9.47e+00,9.62e+00,
406,9.48e+00,9.62e+00,
407,9.52e+00,9.66e+00,
408,9.48e+00,9.65e+00,
409,9.52e+00,9.62e+00,
410,9.51e+00,9.66e+00,
411,9.48e+00,9.62e+00,
412,9.48e+00,9.62e+00,
413,9.51e+00,9.66e+00,
414,9.51e+00,9.62e+00,
415,9.48e+00,9.65e+00,
416,9.51e+00,9.62e+00,
417,9.47e+00,9.65e+00,
418,9.52e+00,9.65e+00,
419,9.49e+00,9.62e+00,
420,9.52e+00,9.62e+00,
421,9.49e+00,9.66e+00,
422,9.49e+00,9.62e+00,
423,9.52e+00,9.66e+00,
424,9.52e+00,9.66e+00,
425,9.49e+00,9.62e+00,
426,9.49e+00,9.62e+00,
427,9.53e+00,9.65e+00,
428,9.54e+00,9.65e+00,
429,9.43e+00,9.61e+00,
430,9.45e+00,9.62e+00,
431,9.50e+00,9.65e+00,
432,9.46e+00,9.65e+00,
433,9.50e+00,9.61e+00,
434,9.47e+00,9.62e+00,
435,9.51e+00,9.65e+00,
436,9.50e+00,9.65e+00,
437,9.47e+00,9.62e+00,
438,9.51e+00,9.65e+00,
439,9.48e+00,9.62e+00,
440,9.47e+00,9.62e+00,
441,9.51e+00,9.66e+00,
442,9.52e+00,9.65e+00,
443,9.48e+00,9.62e+00,
444,9.48e+00,9.62e+00,
445,9.52e+00,9.65e+00,
446,9.51e+00,9.66e+00,
447,9.48e+00,9.62e+00,
448,9.51e+00,9.62e+00,
449,9.48e+00,9.65e+00,
450,9.50e+00,9.62e+00,
451,9.43e+00,9.65e+00,
452,9.47e+00,9.65e+00,
453,9.51e+00,9.62e+00,
454,9.47e+00,9.62e+00,
455,9.51e+00,9.66e+00,
456,9.52e+00,9.65e+00,
457,9.48e+00,9.62e+00,
458,9.51e+00,9.65e+00,
459,9.48e+00,9.62e+00,
460,9.52e+00,9.61e+00,
461,9.48e+00,9.66e+00,
462,9.48e+00,9.65e+00,
